('backup_tmp',) 0.0
('collector_outages',) 0.79
('collector_state',) 0.91
('config_push',) 0.16
('customer_portal',) 6.72
('data_avail',) 11525.57
('data_cbqos',) 0.05
('data_cv',) 5.81
('data_dns',) 0.14
('data_email',) 0.14
('data_ftp',) 0.05
('data_if',) 145297.46
('data_if_ext',) 8.3
('data_ifutil',) 192563.12
('data_itsm',) 17.23
('data_normal_comp',) 0.02
('data_normal_comp_0',) 0.06
('data_normal_comp_1',) 2532.64
('data_normal_comp_10',) 1.33
('data_normal_comp_11',) 1.25
('data_normal_comp_12',) 1.33
('data_normal_comp_13',) 1.25
('data_normal_comp_14',) 1.33
('data_normal_comp_15',) 1.33
('data_normal_comp_16',) 0.06
('data_normal_comp_17',) 1.33
('data_normal_comp_18',) 1.33
('data_normal_comp_19',) 0.06
('data_normal_comp_20',) 0.06
('data_normal_comp_21',) 1.33
('data_normal_comp_22',) 1.33
('data_normal_comp_3',) 0.06
('data_normal_comp_4',) 2527.23
('data_normal_comp_5',) 2360.31
('data_normal_comp_6',) 1.33
('data_normal_comp_7',) 1.25
('data_normal_comp_8',) 1.33
('data_normal_comp_9',) 1.25
('data_ports',) 0.14
('data_procs',) 2512.28
('data_services',) 2222.1
('data_storage',) 56980.56
('data_tv',) 0.14
('data_vif',) 0.09
('debug',) 0.03
('device_logs',) 3772.33
('dynamic_app_data_0',) 0.85
('dynamic_app_data_1035',) 68.49
('dynamic_app_data_1037',) 0.14
('dynamic_app_data_1038',) 3.95
('dynamic_app_data_1039',) 30.03
('dynamic_app_data_1040',) 16.88
('dynamic_app_data_1041',) 16.88
('dynamic_app_data_1042',) 22.3
('dynamic_app_data_1043',) 17.32
('dynamic_app_data_1044',) 17.58
('dynamic_app_data_1045',) 13.58
('dynamic_app_data_1046',) 65.15
('dynamic_app_data_1047',) 16.88
('dynamic_app_data_1048',) 1684.51
('dynamic_app_data_1049',) 278.7
('dynamic_app_data_1050',) 158.46
('dynamic_app_data_1051',) 22.0
('dynamic_app_data_1052',) 6.75
('dynamic_app_data_1053',) 3.18
('dynamic_app_data_1054',) 220.64
('dynamic_app_data_1055',) 2.51
('dynamic_app_data_1056',) 2.49
('dynamic_app_data_1057',) 12735.12
('dynamic_app_data_1058',) 4.86
('dynamic_app_data_1059',) 7.69
('dynamic_app_data_1060',) 4.86
('dynamic_app_data_1062',) 0.14
('dynamic_app_data_1063',) 0.2
('dynamic_app_data_1064',) 151.42
('dynamic_app_data_1065',) 70.31
('dynamic_app_data_1066',) 23.78
('dynamic_app_data_1067',) 1.57
('dynamic_app_data_1068',) 0.79
('dynamic_app_data_1069',) 216.28
('dynamic_app_data_1070',) 0.2
('dynamic_app_data_1072',) 4.07
('dynamic_app_data_1077',) 4.07
('dynamic_app_data_1084',) 0.02
('dynamic_app_data_1085',) 0.02
('dynamic_app_data_1087',) 0.02
('dynamic_app_data_1088',) 0.06
('dynamic_app_data_1090',) 0.02
('dynamic_app_data_1092',) 0.02
('dynamic_app_data_1093',) 0.02
('dynamic_app_data_1099',) 210.8
('dynamic_app_data_1100',) 260.07
('dynamic_app_data_1101',) 3.37
