('backup_tmp',) 0.0
('collector_outages',) 0.58
('collector_state',) 0.64
('config_push',) 0.16
('customer_portal',) 4.62
('data_avail',) 7911.51
('data_cbqos',) 0.05
('data_cv',) 3.99
('data_dns',) 0.14
('data_email',) 0.14
('data_ftp',) 0.05
('data_if',) 99736.64
('data_if_ext',) 5.7
('data_ifutil',) 132181.24
('data_itsm',) 11.82
('data_normal_comp',) 0.02
('data_normal_comp_0',) 0.06
('data_normal_comp_1',) 1738.47
('data_normal_comp_10',) 0.93
('data_normal_comp_11',) 0.87
('data_normal_comp_12',) 0.93
('data_normal_comp_13',) 0.87
('data_normal_comp_14',) 0.93
('data_normal_comp_15',) 0.93
('data_normal_comp_16',) 0.06
('data_normal_comp_17',) 0.93
('data_normal_comp_18',) 0.93
('data_normal_comp_19',) 0.06
('data_normal_comp_20',) 0.06
('data_normal_comp_21',) 0.93
('data_normal_comp_22',) 0.93
('data_normal_comp_3',) 0.06
('data_normal_comp_4',) 1734.77
('data_normal_comp_5',) 1620.19
('data_normal_comp_6',) 0.93
('data_normal_comp_7',) 0.87
('data_normal_comp_8',) 0.93
('data_normal_comp_9',) 0.87
('data_ports',) 0.14
('data_procs',) 1724.52
('data_services',) 1525.31
('data_storage',) 39113.2
('data_tv',) 0.14
('data_vif',) 0.09
('debug',) 0.03
('device_logs',) 2589.46
('dynamic_app_data_0',) 0.61
('dynamic_app_data_1035',) 47.0
('dynamic_app_data_1037',) 0.14
('dynamic_app_data_1038',) 2.71
('dynamic_app_data_1039',) 20.63
('dynamic_app_data_1040',) 11.58
('dynamic_app_data_1041',) 11.58
('dynamic_app_data_1042',) 15.31
('dynamic_app_data_1043',) 11.89
('dynamic_app_data_1044',) 12.07
('dynamic_app_data_1045',) 9.31
('dynamic_app_data_1046',) 44.72
('dynamic_app_data_1047',) 11.58
('dynamic_app_data_1048',) 1156.31
('dynamic_app_data_1049',) 191.32
('dynamic_app_data_1050',) 108.77
('dynamic_app_data_1051',) 15.11
('dynamic_app_data_1052',) 4.64
('dynamic_app_data_1053',) 2.18
('dynamic_app_data_1054',) 151.45
('dynamic_app_data_1055',) 1.72
('dynamic_app_data_1056',) 1.71
('dynamic_app_data_1057',) 8741.78
('dynamic_app_data_1058',) 3.33
('dynamic_app_data_1059',) 5.28
('dynamic_app_data_1060',) 3.33
('dynamic_app_data_1062',) 0.14
('dynamic_app_data_1063',) 0.2
('dynamic_app_data_1064',) 103.94
('dynamic_app_data_1065',) 48.27
('dynamic_app_data_1066',) 16.32
('dynamic_app_data_1067',) 1.09
('dynamic_app_data_1068',) 0.58
('dynamic_app_data_1069',) 148.45
('dynamic_app_data_1070',) 0.2
('dynamic_app_data_1072',) 2.78
('dynamic_app_data_1077',) 2.78
('dynamic_app_data_1084',) 0.02
('dynamic_app_data_1085',) 0.02
('dynamic_app_data_1087',) 0.02
('dynamic_app_data_1088',) 0.06
('dynamic_app_data_1090',) 0.02
('dynamic_app_data_1092',) 0.02
('dynamic_app_data_1093',) 0.02
('dynamic_app_data_1099',) 144.71
('dynamic_app_data_1100',) 178.53
('dynamic_app_data_1101',) 2.31
('dynamic_app_data_1102',) 69.49
('dynamic_app_data_1103',) 0.67
('dynamic_app_data_1104',) 1422.63
('dynamic_app_data_1108',) 0.81
('dynamic_app_data_1109',) 0.56
('dynamic_app_data_1112',) 25.71
('dynamic_app_data_1113',) 2.41
('dynamic_app_data_1156',) 185.16
('dynamic_app_data_1223',) 1.03
('dynamic_app_data_1232',) 0.02
('dynamic_app_data_1236',) 2658.16
('dynamic_app_data_1237',) 1309.23
('dynamic_app_data_1238',) 1309.23
('dynamic_app_data_1239',) 0.02
('dynamic_app_data_1241',) 0.73
('dynamic_app_data_1265',) 1.77
('dynamic_app_data_1266',) 32399.52
('dynamic_app_data_1276',) 101224.48
('dynamic_app_data_1296',) 242985.13
('dynamic_app_data_1305',) 0.02
('dynamic_app_data_1306',) 0.59
('dynamic_app_data_1308',) 15.33
('dynamic_app_data_169',) 0.56
('dynamic_app_data_170',) 85.1
('dynamic_app_data_171',) 1524.19
('dynamic_app_data_172',) 81.38
('dynamic_app_data_173',) 105.49
('dynamic_app_data_174',) 1217.39
('dynamic_app_data_175',) 1341.42
('dynamic_app_data_312',) 6.49
('dynamic_app_data_313',) 3.54
('dynamic_app_data_314',) 0.64
('dynamic_app_data_315',) 107.4
('dynamic_app_data_316',) 3.54
('dynamic_app_data_317',) 3.88
('dynamic_app_data_318',) 1.54
('dynamic_app_data_319',) 3.68
('dynamic_app_data_321',) 40.95
('dynamic_app_data_324',) 0.0
('dynamic_app_data_480',) 453.54
('dynamic_app_data_481',) 2.78
('dynamic_app_data_482',) 18.02
('dynamic_app_data_483',) 70.49
('dynamic_app_data_56',) 66819.17
('dynamic_app_data_569',) 1.71
('dynamic_app_data_57',) 60765.06
('dynamic_app_data_572',) 3.58
('dynamic_app_data_574',) 0.7
('dynamic_app_data_58',) 95387.01
('dynamic_app_data_59',) 35910.02
('dynamic_app_data_706',) 3406.86
('dynamic_app_data_707',) 3105.72
('dynamic_app_data_727',) 2.96
('dynamic_app_data_728',) 48.68
('dynamic_app_data_820',) 0.58
('dynamic_app_data_825',) 0.16
('dynamic_app_data_830',) 0.91
('dynamic_app_data_831',) 678.15
('dynamic_app_data_843',) 5.6
('dynamic_app_data_844',) 9.37
('dynamic_app_data_845',) 399.04
('dynamic_app_data_847',) 0.65
('dynamic_app_data_851',) 0.0
('dynamic_app_data_891',) 3.24
('dynamic_app_data_892',) 2.78
('dynamic_app_data_895',) 2.78
('dynamic_app_data_938',) 155.4
('dynamic_app_data_939',) 165199.49
('dynamic_app_data_940',) 129225.03
('dynamic_app_data_941',) 74634.75
('dynamic_app_data_942',) 62862.99
('dynamic_app_data_943',) 450.31
('dynamic_app_data_944',) 4511.32
('dynamic_app_data_945',) 914.02
('dynamic_app_data_952',) 0.91
('dynamic_app_data_953',) 0.08
('dynamic_app_data_954',) 824.23
('dynamic_app_data_955',) 193.6
('dynamic_app_data_956',) 6.49
('dynamic_app_data_957',) 0.91
('dynamic_app_data_958',) 2.78
('dynamic_app_data_959',) 26.9
('dynamic_app_data_960',) 0.91
('dynamic_app_data_961',) 739.14
('dynamic_app_data_962',) 167.71
('dynamic_app_data_963',) 0.91
('dynamic_app_data_983',) 14.6
('dynamic_rules',) 1.33
('in_agent',) 0.02
('in_api',) 0.02
('in_dynamic',) 0.05
('in_internal',) 0.02
('in_mail',) 0.05
('in_syslog',) 0.02
('information_schema',) 0.17
('master',) 2044.11
('master_access',) 3.27
('master_biz',) 262.47
('master_custom',) 43.53
('master_debug',) 0.0
('master_dev',) 475.82
('master_dns',) 1.03
('master_events',) 625.22
('master_filestore',) 6353.12
